ticket_id,company_type,created_at,department,employee_role,channel,ticket_text,category,subcategory,true_category,true_subcategory,label_quality,priority,status,sentiment,resolution_hours
ENT-010647,Global Technology Consulting Company,2025-01-28 08:36,HR,Director,Walk-up,"My payroll or benefits information does not look right this cycle. Also, i changed teams and now some tools are unavailable.",HR Support,Offboarding,HR Support,Offboarding,clean_label,Medium,Waiting on Vendor,Neutral,
ENT-011063,Global Technology Consulting Company,2025-01-27 03:59,Marketing,Specialist,Walk-up,"My payroll or benefits information does not look right this cycle. Also, my desktop is not wrkng properly. my setup is not behaving normally",HR Support,Payroll,HR Support,Payroll,clean_label,Medium,Closed,Neutral,41.6
ENT-016047,Global Technology Consulting Company,2025-08-03 07:03,Executive Office,Team Lead,Email,I cannot sign in or reach the system I need for work. the requst is urgent but I do not know the right form,Access,VPN Access,Access,VPN Access,clean_label,Medium,Open,Frustrated,
ENT-012850,Global Technology Consulting Company,2025-12-12 22:09,Operations,Specialist,Walk-up,"I submitted something for HR but cannot see the status anywhere. Also, the connection drops often, especially when i am remote.",HR Support,Leave Request,HR Support,Leave Request,clean_label,Medium,Open,Neutral,
ENT-003227,Global Technology Consulting Company,2025-04-03 08:01,Consulting,Manager,Chat,i tried the usual steps but it still does not work. my battery is not working properly. someone on my team has access but i do not,Hardware,Battery,Hardware,Battery,clean_label,Critical,Closed,Frustrated,5.9
ENT-005233,Global Technology Consulting Company,2025-01-25 22:31,Finance,Intern,Walk-up,The screen or attached equipment randomly stops responding. pls advise,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,Resolved,Neutral,78.8
ENT-013857,Global Technology Consulting Company,2025-07-03 04:21,Engineering,Specialist,Chat,"The time, leave, or policy information in the portal looks incorrect.",HR Support,Employee Verification,HR Support,Employee Verification,clean_label,Medium,Closed,Frustrated,57.2
ENT-018342,Global Technology Consulting Company,2025-09-02 04:50,Operations,Analyst,Chat,"I am blocked right now and not sure what changed. A teammate can open the location but I get a blocked message. Also, i need more room or cleanup help for project documents.",Security,Account Compromise,Access,Shared Drive Access,noisy_label,Medium,In Progress,Neutral,
ENT-020469,Global Technology Consulting Company,2025-06-09 10:35,Finance,Intern,Email,I am unable to save or recover files needed for a project.,Storage,Archive Request,Storage,Archive Request,clean_label,Critical,Closed,Neutral,7.4
ENT-008171,Global Technology Consulting Company,2025-05-10 08:13,Consulting,Team Lead,Walk-up,The machine is very slow and makes it hard to complete normal tasks.,Hardware,Monitor,Hardware,Monitor,clean_label,Low,Open,Frustrated,
ENT-001813,Global Technology Consulting Company,2025-01-30 06:18,Marketing,Senior Associate,Phone,"this started happening after yesterday afternoon. the screen or attached equipment randomly stops responding. also, calls and uploads keep failing because the connection is unreliable.",Network,Slow Internet,Hardware,Laptop,noisy_label,Medium,Resolved,Frustrated,15.0
ENT-001008,Global Technology Consulting Company,2025-12-21 22:24,Finance,Coordinator,Walk-up,This started happening after yesterday afternoon. The device keeps disconnecting during calls and client work.,Hardware,Desktop,Hardware,Desktop,clean_label,Critical,Resolved,Urgent,2.6
ENT-029951,Global Technology Consulting Company,2025-08-29 17:49,Operations,Coordinator,Phone,"i am blocked right now and not sure what changed. i may have clicked something suspicious and need guidance. also, can you help me order the correct item for my role?",Security,MFA Failure,Security,MFA Failure,clean_label,Low,Waiting on Vendor,Neutral,
ENT-021857,Global Technology Consulting Company,2025-03-07 05:25,Consulting,Specialist,Walk-up,The backup or sync process is not completing.,Storage,File Recovery,Storage,File Recovery,clean_label,Critical,Resolved,Frustrated,11.2
ENT-021484,Global Technology Consulting Company,2025-08-30 17:10,Delivery,Team Lead,Walk-up,The shared location looks full or unavailable.,Storage,Archive Request,Storage,Archive Request,clean_label,Medium,Resolved,Urgent,37.9
ENT-022707,Global Technology Consulting Company,2025-07-05 11:40,Legal,Intern,Phone,Could you please help when possible? The req form does not show the item I need.,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,Medium,Waiting on User,Neutral,
ENT-018681,Global Technology Consulting Company,2025-06-08 12:16,Legal,Senior Associate,Chat,This started happening after yesterday afternoon. A teammate can open the location but I get a blocked message.,Access,SAP Access,Access,SAP Access,clean_label,High,Closed,Frustrated,12.3
ENT-008033,Global Technology Consulting Company,2025-02-20 07:15,Marketing,Specialist,Email,"Not sure if this belongs to IT or another team. I can use the system, but the physical setup is unreliable.",Hardware,Webcam,Hardware,Webcam,clean_label,High,Resolved,Confused,24.0
ENT-000282,Global Technology Consulting Company,2025-02-09 04:58,HR,Senior Associate,Walk-up,The machine is very slow and makes it hard to complete normal tasks,Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,Low,Open,Neutral,
ENT-017091,Global Technology Consulting Company,2025-11-01 09:08,Delivery,Engineer,Chat,Could you please help when possible? A teammate can open the location but I get a blocked message.,Access,Active Directory,Access,Active Directory,clean_label,Medium,In Progress,Neutral,
ENT-013811,Global Technology Consulting Company,2025-04-16 04:12,Delivery,Director,Walk-up,I submitted something for HR but cannot see the status anywhere.,HR Support,Leave Request,HR Support,Leave Request,clean_label,Low,Closed,Frustrated,100.3
ENT-009118,Global Technology Consulting Company,2025-07-19 05:38,Executive Office,Team Lead,Portal,Could you please help when possible? My payroll or benefits information does not look right this cycle.,HR Support,Leave Request,HR Support,Leave Request,clean_label,Low,Closed,Neutral,120.7
ENT-020762,Global Technology Consulting Company,2025-07-10 00:12,Engineering,Manager,Phone,The backup or sync process is not completing.,Storage,Quota Increase,Storage,Quota Increase,clean_label,High,Closed,Neutral,35.4
ENT-013787,Global Technology Consulting Company,2025-08-27 07:44,Finance,Senior Associate,Walk-up,"The time, leave, or policy information in the portal looks incorrect. screenshot attached",HR Support,Benefits,HR Support,Benefits,clean_label,High,Closed,Frustrated,9.5
ENT-022063,Global Technology Consulting Company,2025-12-09 18:16,Marketing,Team Lead,Portal,this started happening after yesterday afternoon. can you help me order the correct item for my role?,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,Medium,Resolved,Frustrated,95.6
ENT-007989,Global Technology Consulting Company,2025-05-03 05:20,Engineering,Manager,Email,This started happening after yday afternoon. My laptop is not working properly. I need the same setup as my teammate,Software,Browser,Hardware,Laptop,noisy_label,High,Closed,Neutral,19.6
ENT-022278,Global Technology Consulting Company,2025-03-09 07:53,Executive Office,Manager,Email,"a vendor quote or license request needs review. also, i am unable to save or recover files needed for a project.",Purchase,Vendor Quote,Purchase,Vendor Quote,clean_label,Low,Resolved,Confused,106.5
ENT-028544,Global Technology Consulting Company,2025-09-16 22:19,Sales,Team Lead,Portal,"This is affecting my work for a client deliverable. After an update, the app behaves differently and blocks my task. Also, a vendor quote or license request needs review.",Software,ERP,Software,ERP,clean_label,High,Open,Neutral,
ENT-021369,Global Technology Consulting Company,2025-06-20 17:43,Consulting,Intern,Chat,Could you please help when possible? The shared location looks full or unavailable. pls advise,Storage,Quota Increase,Storage,Quota Increase,clean_label,High,Resolved,Urgent,18.9
ENT-006365,Global Technology Consulting Company,2025-06-11 15:41,Legal,Engineer,Chat,"The screen or attached equipment randomly stops responding. Also, the connection drops often, especially when i am remote.",Hardware,Laptop,Hardware,Laptop,clean_label,High,Resolved,Neutral,26.2
ENT-022175,Global Technology Consulting Company,2025-10-22 15:23,HR,Consultant,Chat,The req form does not show the item I need. pls advise,Purchase,Software License,Purchase,Software License,clean_label,Medium,Resolved,Neutral,76.5
ENT-015039,Global Technology Consulting Company,2025-09-03 05:04,Finance,Director,Email,i am seeing this issue again today. i can not sign in or reach the system i need for work. someone on my team has acess but i do not,Access,Shared Drive Access,Access,Shared Drive Access,clean_label,Medium,In Progress,Urgent,
ENT-029234,Global Technology Consulting Company,2025-06-25 11:54,Operations,Manager,Walk-up,I tried the usual steps but it still does not work. Calls and uploads keep failing because the connection is unreliable.,Network,Slow Internet,Network,Slow Internet,clean_label,High,Resolved,Neutral,28.5
ENT-012457,Global Technology Consulting Company,2025-05-22 17:36,Finance,Consultant,Email,My payroll or benefits information does not look right this cycle.,HR Support,Offboarding,HR Support,Offboarding,clean_label,Medium,Closed,Neutral,24.6
ENT-022973,Global Technology Consulting Company,2025-04-04 10:51,Delivery,Senior Associate,Walk-up,The error message is not very clear The approval flow for a purchase is confusing or stuck,Purchase,Software License,Purchase,Software License,clean_label,Medium,Resolved,Frustrated,67.4
ENT-003630,Global Technology Consulting Company,2025-03-04 17:33,Executive Office,Intern,Chat,This started happening after yesterday afternoon. The screen or attached equipment randomly stops responding.,Hardware,Battery,Hardware,Battery,clean_label,Low,In Progress,Neutral,
ENT-000215,Global Technology Consulting Company,2025-09-27 04:40,Consulting,Intern,Email,"I am blocked right now and not sure what changed. I can use the system, but the physical setup is unreliable.",Hardware,Webcam,Hardware,Webcam,clean_label,Medium,Closed,Frustrated,22.9
ENT-022313,Global Technology Consulting Company,2025-11-11 12:31,Customer Support,Senior Associate,Portal,Can you help me order the correct item for my role?,Purchase,Vendor Quote,Purchase,Vendor Quote,clean_label,Low,In Progress,Neutral,
ENT-010646,Global Technology Consulting Company,2025-01-03 15:00,Finance,Coordinator,Chat,"i am seeing this issue again today. the time, leave, or policy information in the portal looks incorrect.",HR Support,Benefits,HR Support,Benefits,clean_label,Medium,Resolved,Urgent,41.5
ENT-010857,Global Technology Consulting Company,2025-04-23 11:52,HR,Senior Associate,Email,"I tried the usual steps but it still does not work. The time, leave, or policy information in the portal looks incorrect.",HR Support,Timesheet,HR Support,Timesheet,clean_label,Medium,Resolved,Urgent,72.1
ENT-023090,Global Technology Consulting Company,2025-08-07 02:26,Executive Office,Intern,Chat,The error message is not very clear. A vendor quote or license request needs review. pls advise,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,High,In Progress,Urgent,
ENT-002587,Global Technology Consulting Company,2025-09-08 13:02,Customer Support,Specialist,Phone,The device keeps disconnecting during calls and client work.,Hardware,Headset,Hardware,Headset,clean_label,Low,Waiting on User,Neutral,
ENT-019988,Global Technology Consulting Company,2025-06-18 06:19,Customer Support,Senior Associate,Portal,"I am blocked right now and not sure what changed. The shared location looks full or unavailable. Also, a vendor quote or license request needs review.",Storage,OneDrive Full,Storage,OneDrive Full,clean_label,High,Closed,Neutral,17.0
ENT-028298,Global Technology Consulting Company,2025-02-12 01:10,Operations,Engineer,Portal,The tool opens but some features are missing or disabled.,Software,Adobe,Software,Adobe,clean_label,Medium,Open,Neutral,
ENT-020491,Global Technology Consulting Company,2025-10-09 17:23,Consulting,Intern,Portal,I am unable to save or recover files needed for a project.,Storage,Archive Request,Storage,Archive Request,clean_label,Low,Closed,Neutral,51.1
ENT-010612,Global Technology Consulting Company,2025-03-11 17:49,Consulting,Coordinator,Portal,"This is affecting my work for a client deliverable. I need help with onboarding/offboarding paperwork for a team member. Also, calls and uploads keep failing because the connection is unreliable.",HR Support,Onboarding,HR Support,Onboarding,clean_label,High,In Progress,Frustrated,
ENT-014308,Global Technology Consulting Company,2025-12-26 10:06,Delivery,Manager,Phone,"Not sure if this belongs to IT or another team. I submitted something for HR but cannot see the status anywhere. Also, the approval flow for a purchase is confusing or stuck.",HR Support,Onboarding,HR Support,Onboarding,clean_label,Low,In Progress,Confused,
ENT-026387,Global Technology Consulting Company,2025-12-18 22:45,Operations,Senior Associate,Portal,I am blocked right now and not sure what changed. The system says I do not have enough perm to continue.,Administrative Rights,Developer Tool Permission,Administrative Rights,Developer Tool Permission,clean_label,High,Closed,Confused,8.5
ENT-011933,Global Technology Consulting Company,2025-08-29 04:39,Customer Support,Specialist,Portal,"The time, leave, or policy information in the portal looks incorrect.",HR Support,Employee Verification,HR Support,Employee Verification,clean_label,High,Resolved,Frustrated,14.3
ENT-023490,Global Technology Consulting Company,2025-02-16 15:44,Marketing,Coordinator,Email,The req form does not show the item I need.,Purchase,Monitor Request,Purchase,Monitor Request,clean_label,Medium,Resolved,Neutral,87.3
ENT-002949,Global Technology Consulting Company,2025-06-22 12:58,Finance,Manager,Portal,"The machine is very slow and makes it hard to complete normal tasks. Also, the network works in one location but not another.",Hardware,Battery,Hardware,Battery,clean_label,Medium,Open,Neutral,
ENT-009962,Global Technology Consulting Company,2025-03-17 04:48,Customer Support,Analyst,Walk-up,I need help before my next meeting. I need help with onboarding/offboarding paperwork for a team member.,HR Support,Benefits,HR Support,Benefits,clean_label,Low,Closed,Frustrated,120.5
ENT-012786,Global Technology Consulting Company,2025-09-15 01:51,Customer Support,Consultant,Walk-up,not sure if this belongs to it or another team. i need help with onboarding/offboarding paperwork for a team member.,HR Support,Employee Verification,HR Support,Employee Verification,clean_label,Medium,Waiting on User,Neutral,
ENT-013265,Global Technology Consulting Company,2025-12-14 08:29,Operations,Manager,Email,The error message is not very clear. I submitted something for HR but cannot see the status anywhere. screenshot attached,HR Support,Offboarding,HR Support,Offboarding,clean_label,Medium,Closed,Neutral,82.5
ENT-017141,Global Technology Consulting Company,2025-07-18 02:52,Delivery,Senior Associate,Email,I need help before my next meeting The login works in one place but fails in another,Access,Email Access,Access,Email Access,clean_label,Medium,In Progress,Confused,
ENT-028513,Global Technology Consulting Company,2025-02-18 19:23,Executive Office,Manager,Portal,this is affecting my work for a client deliverable. the application is installed but does not launch correctly.,Software,Adobe,Software,Adobe,clean_label,Medium,Resolved,Neutral,95.0
ENT-003482,Global Technology Consulting Company,2025-10-28 04:36,Finance,Engineer,Phone,"I tried the usual steps but it still does not work. The device keeps disconnecting during calls and client work. Also, the backup or sync process is not completing. screenshot attached",Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,Resolved,Confused,88.4
ENT-010884,Global Technology Consulting Company,2025-03-16 00:03,Customer Support,Senior Associate,Email,"I have a question about my employee record and need help updating it. Also, the approval flow for a purchase is confusing or stuck.",HR Support,Benefits,HR Support,Benefits,clean_label,Medium,Waiting on User,Frustrated,
ENT-007962,Global Technology Consulting Company,2025-05-15 04:30,Customer Support,Team Lead,Chat,I need help before my next meeting. The device keeps disconnecting during calls and client work.,Hardware,Docking Station,Hardware,Docking Station,clean_label,High,Open,Confused,
ENT-028321,Global Technology Consulting Company,2025-04-22 06:22,Legal,Intern,Phone,An application keeps crashing or freezing during normal use.,Software,ERP,Software,ERP,clean_label,Critical,Open,Neutral,
ENT-012173,Global Technology Consulting Company,2025-06-23 04:52,Legal,Engineer,Portal,"The time, leave, or policy information in the portal looks incorrect. pls advise",HR Support,Leave Request,HR Support,Leave Request,clean_label,Medium,Resolved,Neutral,68.8
ENT-025329,Global Technology Consulting Company,2025-08-11 01:24,Legal,Consultant,Email,Not sure if this belongs to IT or another team. We need support setting up internal tools for a new initiative.,Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,Low,Resolved,Frustrated,142.5
ENT-002672,Global Technology Consulting Company,2025-07-30 10:48,Marketing,Engineer,Email,The machine is very slow and makes it hard to complete normal tasks. pls advise,Hardware,Monitor,Hardware,Monitor,clean_label,High,Resolved,Neutral,31.0
ENT-012483,Global Technology Consulting Company,2025-03-13 09:09,Marketing,Coordinator,Phone,I submitted something for HR but cannot see the status anywhere.,HR Support,Leave Request,HR Support,Leave Request,clean_label,Medium,In Progress,Confused,
ENT-022934,Global Technology Consulting Company,2025-11-10 13:02,Marketing,Intern,Phone,"The request form does not show the item I need. Also, there was an unusual login or warning on my account.",Purchase,Monitor Request,Purchase,Monitor Request,clean_label,Medium,Resolved,Frustrated,73.4
ENT-018193,Global Technology Consulting Company,2025-05-31 16:55,Finance,Consultant,Walk-up,I need perm for a client workspace before the deadline.,Access,Password Reset,Access,Password Reset,clean_label,Critical,Waiting on User,Confused,
ENT-000661,Global Technology Consulting Company,2025-06-25 09:21,Engineering,Specialist,Chat,I need help before my next meeting. My blue screen is not working properly. I can't get into the thing I need,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,High,Open,Frustrated,
ENT-009525,Global Technology Consulting Company,2025-07-01 01:12,Consulting,Senior Associate,Walk-up,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Leave Request,HR Support,Leave Request,clean_label,High,Closed,Frustrated,13.7
ENT-012596,Global Technology Consulting Company,2025-08-21 19:54,Sales,Coordinator,Phone,I have a question about my employee record and need help updating it.,HR Support,Leave Request,HR Support,Leave Request,clean_label,Medium,In Progress,Confused,
ENT-014693,Global Technology Consulting Company,2025-12-11 17:56,Legal,Manager,Portal,I submitted something for HR but cannot see the status anywhere.,HR Support,Timesheet,HR Support,Timesheet,clean_label,High,Open,Confused,
ENT-010470,Global Technology Consulting Company,2025-11-27 11:46,Sales,Intern,Portal,I am blocked right now and not sure what changed. I need help with onboarding/offboarding paperwork for a team member.,HR Support,Benefits,HR Support,Benefits,clean_label,Medium,Waiting on User,Confused,
ENT-024255,Global Technology Consulting Company,2025-04-19 02:45,Marketing,Manager,Email,"This is affecting my work for a client deliverable. I need help connecting a report or internal app to the team process. Also, the application is installed but does not launch correctly.",Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,Medium,Open,Neutral,
ENT-006939,Global Technology Consulting Company,2025-11-29 17:51,Customer Support,Intern,Walk-up,"this started happening after yesterday afternoon. i can use the system, but the physical setup is unreliable.",Hardware,Battery,Hardware,Battery,clean_label,Medium,Resolved,Neutral,13.5
ENT-021676,Global Technology Consulting Company,2025-08-08 15:39,Delivery,Director,Chat,"Could you please help when possible? I need more room or cleanup help for project documents Also, my blue screen is not working properly there is a weird warning message",Storage,Shared Drive Cleanup,Storage,Shared Drive Cleanup,clean_label,High,Resolved,Neutral,9.9
ENT-013271,Global Technology Consulting Company,2025-09-29 15:43,HR,Senior Associate,Chat,"The time, leave, or policy information in the portal looks incorrect. Also, the network works in one location but not another.",HR Support,Timesheet,HR Support,Timesheet,clean_label,Critical,In Progress,Neutral,
ENT-011381,Global Technology Consulting Company,2025-09-14 21:26,Customer Support,Senior Associate,Walk-up,"Not sure if this belongs to IT or another team. The time, leave, or policy information in the portal looks incorrect.",HR Support,Payroll,HR Support,Payroll,clean_label,Medium,Open,Confused,
ENT-005582,Global Technology Consulting Company,2025-05-06 00:36,Delivery,Coordinator,Email,i am seeing this issue again today. the machine is very slow and makes it hard to complete normal tasks.,Hardware,Webcam,Hardware,Webcam,clean_label,Medium,Closed,Frustrated,80.3
ENT-016742,Global Technology Consulting Company,2025-08-28 15:48,Legal,Coordinator,Email,This started happening after yesterday afternoon. A teammate can open the location but I get a blocked message.,Access,Email Access,Access,Email Access,clean_label,Low,Resolved,Urgent,128.6
ENT-018689,Global Technology Consulting Company,2025-02-06 08:05,Sales,Engineer,Phone,Can someone check this for me? I changed teams and now some tools are unavailable.,Access,SAP Access,Access,SAP Access,clean_label,Medium,Waiting on User,Neutral,
ENT-026864,Global Technology Consulting Company,2025-06-22 22:43,Sales,Intern,Email,Not sure if this belongs to IT or another team. The installer is blocked by policy even though it is work-related.,Administrative Rights,Install Approval,Administrative Rights,Install Approval,clean_label,Low,Waiting on User,Neutral,
ENT-012517,Global Technology Consulting Company,2025-01-10 05:43,Finance,Coordinator,Phone,I tried the usual steps but it still does not work. I submitted something for HR but cannot see the status anywhere.,HR Support,Benefits,HR Support,Benefits,clean_label,Medium,Closed,Urgent,26.5
ENT-011607,Global Technology Consulting Company,2025-11-17 00:22,Marketing,Director,Portal,"I am seeing this issue again today I need help with onboarding/offboarding paperwork for a team member Also, a vendor quote or license request needs review",HR Support,Leave Request,HR Support,Leave Request,clean_label,Medium,Resolved,Urgent,38.5
ENT-002249,Global Technology Consulting Company,2025-10-23 14:14,Legal,Coordinator,Email,The screen or attached equipment randomly stops responding.,Hardware,Monitor,Hardware,Monitor,clean_label,Medium,Open,Neutral,
ENT-007801,Global Technology Consulting Company,2025-10-10 16:57,HR,Director,Walk-up,"Can someone check this for me? I can use the system, but the physical setup is unreliable.",Hardware,Battery,Hardware,Battery,clean_label,High,Waiting on User,Neutral,
ENT-017267,Global Technology Consulting Company,2025-12-26 18:01,Customer Support,Intern,Chat,I am blocked right now and not sure what changed. The login works in one place but fails in another.,Access,SAP Access,Access,SAP Access,clean_label,Critical,Open,Frustrated,
ENT-003579,Global Technology Consulting Company,2025-01-17 23:52,Operations,Engineer,Chat,"This is affecting my work for a client deliverable. I can use the system, but the physical setup is unreliable. Also, i need the same local permission i had on my previous device.",Purchase,Vendor Quote,Hardware,Blue Screen,noisy_label,Low,Open,Frustrated,
ENT-002645,Global Technology Consulting Company,2025-03-15 06:19,Operations,Consultant,Chat,this is affecting my work for a client deliverable. my headset is not working properly. i need the same setup as my teammate,Hardware,Headset,Hardware,Headset,clean_label,Medium,Resolved,Neutral,50.0
ENT-010599,Global Technology Consulting Company,2025-10-20 05:09,Sales,Senior Associate,Walk-up,"I am blocked right now and not sure what changed I have a question about my employee record and need help updating it Also, a setup step needs elevated access for a short time",HR Support,Onboarding,HR Support,Onboarding,clean_label,Low,Open,Frustrated,
ENT-025795,Global Technology Consulting Company,2025-08-06 16:06,Operations,Coordinator,Walk-up,The project tracker is not visible to everyone who needs it.,Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,High,Closed,Confused,15.3
ENT-027426,Global Technology Consulting Company,2025-06-07 12:27,Consulting,Analyst,Walk-up,Could you please help when possible? I need the same local permission I had on my previous device.,Administrative Rights,Elevated Permission,Administrative Rights,Elevated Permission,clean_label,High,Closed,Neutral,19.3
ENT-007748,Global Technology Consulting Company,2025-12-17 16:33,Engineering,Specialist,Portal,The device keeps disconnecting during calls and client work.,Hardware,Headset,Hardware,Headset,clean_label,Low,Resolved,Neutral,99.2
ENT-004416,Global Technology Consulting Company,2025-02-13 12:18,Executive Office,Senior Associate,Email,"My headset is not working properly. it happens only when I am remote Also, the approval flow for a purchase is confusing or stuck. screenshot attached",Hardware,Headset,Hardware,Headset,clean_label,High,In Progress,Neutral,
ENT-017701,Global Technology Consulting Company,2025-12-13 16:35,Operations,Analyst,Chat,I am seeing this issue again today. I cannot sign in or reach the system I need for work. the request is urgent but I do not know the right form,Access,MFA Enrollment,Access,MFA Enrollment,clean_label,Medium,Resolved,Neutral,34.3
ENT-022027,Global Technology Consulting Company,2025-01-07 02:02,Legal,Director,Phone,"i tried the usual steps but it still does not work. a vendor quote or license request needs review. also, our team needs a new workspace or project area created. screenshot attached",Purchase,Laptop Request,Purchase,Laptop Request,clean_label,Medium,Resolved,Neutral,36.0
ENT-018509,Global Technology Consulting Company,2025-11-14 21:39,Consulting,Engineer,Walk-up,I am blocked right now and not sure what changed. I need perm for a client workspace before the deadline.,Access,MFA Enrollment,Access,MFA Enrollment,clean_label,High,Resolved,Frustrated,6.7
ENT-000302,Global Technology Consulting Company,2025-09-17 21:24,Operations,Senior Associate,Portal,"This is affecting my work for a client deliverable. The screen or attached equipment randomly stops responding. Also, the project tracker is not visible to everyone who needs it.",Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,High,Closed,Confused,9.9
ENT-014505,Global Technology Consulting Company,2025-12-08 02:55,Engineering,Senior Associate,Portal,"Could you please help when possible? I need help with onboarding/offboarding paperwork for a team member. Also, the security prompt keeps failing even after i approve it.",HR Support,Offboarding,HR Support,Offboarding,clean_label,Medium,Resolved,Neutral,26.1
ENT-018222,Global Technology Consulting Company,2025-09-20 03:38,Executive Office,Coordinator,Portal,This started happening after yesterday afternoon. I cannot sign in or reach the system I need for work. I need the same setup as my teammate,Access,VPN Access,Access,VPN Access,clean_label,Medium,Open,Neutral,
ENT-011991,Global Technology Consulting Company,2025-11-28 05:34,Operations,Engineer,Email,"I need help before my next meeting. The time, leave, or policy information in the portal looks incorrect.",HR Support,Benefits,HR Support,Benefits,clean_label,Critical,Resolved,Confused,2.6
ENT-015466,Global Technology Consulting Company,2025-08-14 00:09,Engineering,Engineer,Email,"could you please help when possible? i can not sign in or reach the system i need for work. i am getting blocked by permissions also, my payroll or benefits information does not look right this cycle.",Access,SAP Access,Access,SAP Access,clean_label,High,Closed,Confused,18.9
ENT-000584,Global Technology Consulting Company,2025-12-19 19:30,Finance,Manager,Email,The machine is very slow and makes it hard to complete normal tasks.,Hardware,Webcam,Hardware,Webcam,clean_label,Medium,Resolved,Frustrated,94.7
ENT-005219,Global Technology Consulting Company,2025-03-05 02:08,Customer Support,Team Lead,Walk-up,Can someone check this for me? The machine is very slow and makes it hard to complete normal tasks.,Hardware,Desktop,Hardware,Desktop,clean_label,Medium,In Progress,Frustrated,
ENT-025138,Global Technology Consulting Company,2025-10-06 03:47,Operations,Senior Associate,Email,Our team needs a new workspace or project area created.,Internal Project,Project Permission,Internal Project,Project Permission,clean_label,Medium,In Progress,Frustrated,
ENT-002334,Global Technology Consulting Company,2025-12-13 13:26,Consulting,Analyst,Chat,The error message is not very clear The device keeps disconnecting during calls and client work,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,Resolved,Neutral,48.3
ENT-019703,Global Technology Consulting Company,2025-02-18 23:58,Consulting,Consultant,Email,This is affecting my work for a client deliverable. I need more room or cleanup help for project documents. pls advise,Storage,Backup Request,Storage,Backup Request,clean_label,Medium,Resolved,Neutral,55.7
ENT-003081,Global Technology Consulting Company,2025-09-06 06:58,HR,Analyst,Chat,The screen or attached equipment randomly stops responding.,Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,High,In Progress,Frustrated,
ENT-015606,Global Technology Consulting Company,2025-08-25 07:13,Consulting,Consultant,Portal,I changed teams and now some tools are unavailable.,Access,Password Reset,Access,Password Reset,clean_label,High,Resolved,Confused,28.7
ENT-008534,Global Technology Consulting Company,2025-12-02 19:30,Sales,Specialist,Phone,I am seeing this issue again today. My payroll or benefits information does not look right this cycle.,HR Support,Payroll,HR Support,Payroll,clean_label,Low,Resolved,Frustrated,43.4
ENT-026916,Global Technology Consulting Company,2025-10-28 21:34,Customer Support,Senior Associate,Email,The installer is blocked by policy even though it is work-related.,Administrative Rights,Temporary Admin,Administrative Rights,Temporary Admin,clean_label,Low,In Progress,Frustrated,
ENT-025242,Global Technology Consulting Company,2025-09-26 04:18,Marketing,Director,Portal,This started happening after yesterday afternoon. I need help connecting a report or internal app to the team process.,Internal Project,Jira Project,Internal Project,Jira Project,clean_label,Medium,Closed,Frustrated,51.6
ENT-004291,Global Technology Consulting Company,2025-08-19 21:15,Operations,Senior Associate,Chat,I need help before my next meting. My laptop is not working properly. I am getting blocked by permissions,Hardware,Laptop,Hardware,Laptop,clean_label,High,In Progress,Neutral,
ENT-011452,Global Technology Consulting Company,2025-06-16 12:52,Sales,Consultant,Walk-up,I have a question about my employee record and need help updating it. screenshot attached,Internal Project,Reporting Dashboard,HR Support,Benefits,noisy_label,Medium,Waiting on User,Frustrated,
ENT-018975,Global Technology Consulting Company,2025-11-17 19:12,Legal,Senior Associate,Email,I am seeing this issue again today. I cannot sign in or reach the system I need for work. I am getting blocked by permissions,Access,Email Access,Access,Email Access,clean_label,High,Open,Urgent,
ENT-011632,Global Technology Consulting Company,2025-10-26 16:04,Customer Support,Manager,Chat,I submitted something for HR but cannot see the status anywhere. screenshot attached,HR Support,Leave Request,HR Support,Leave Request,clean_label,Medium,In Progress,Frustrated,
ENT-017937,Global Technology Consulting Company,2025-09-05 14:43,Sales,Specialist,Phone,A teammate can open the location but I get a blocked message,Access,Password Reset,Access,Password Reset,clean_label,High,Resolved,Urgent,31.2
ENT-011609,Global Technology Consulting Company,2025-02-02 22:43,Delivery,Coordinator,Email,"I am seeing this issue again today. I have a question about my employee record and need help updating it. Also, i can use the system, but the physical setup is unreliable.",HR Support,Policy Question,HR Support,Policy Question,clean_label,High,Resolved,Neutral,7.3
ENT-015760,Global Technology Consulting Company,2025-04-13 23:32,Customer Support,Senior Associate,Walk-up,i need help before my next meeting. i can't sign in or reach the system i need for work. it happens only when i am remote,Access,Salesforce Access,Access,Salesforce Access,clean_label,High,Resolved,Frustrated,11.4
